"No.","Ticker","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Volatility (Week)","Volatility (Month)","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume"
4232,"KYN",-1.39%,1.19%,7.05%,10.53%,74.18%,47.83%,1.52%,1.89%,,472.76,0.00,8.50,0.00%,1
4233,"IGIC",-1.18%,-2.50%,-9.97%,-4.44%,25.37%,3.96%,2.79%,2.97%,1.50,13.96,0.45,8.40,0.00%,0
4234,"CHRA",-2.53%,-10.17%,-14.00%,-18.93%,47.22%,47.74%,7.10%,5.16%,2.50,47.00,1.30,4.24,0.00%,0
4235,"EDTK",8.89%,16.67%,-11.45%,-28.99%,-48.24%,-52.12%,8.04%,10.29%,,291.18,0.38,1.47,0.00%,0
4236,"XMLV",0.82%,6.16%,2.83%,5.86%,26.83%,17.08%,0.94%,0.87%,,80.89,0.85,56.34,0.00%,0
4237,"UGI",0.56%,1.25%,-6.05%,-0.11%,29.80%,27.57%,1.65%,1.75%,1.70,720.14,0.00,44.60,0.00%,1
4238,"CARE",1.84%,12.29%,30.73%,20.09%,102.26%,50.00%,3.93%,3.06%,2.00,63.73,1.71,16.08,0.00%,0
4239,"HMHC",26.09%,29.77%,27.95%,90.03%,517.44%,421.02%,6.06%,4.25%,3.00,742.34,1.15,17.35,0.00%,0
4240,"KZIA",1.84%,13.93%,35.44%,19.85%,100.62%,38.86%,8.03%,5.81%,,26.27,0.67,12.00,0.00%,0
4241,"IGLB",1.66%,4.78%,2.04%,7.73%,1.39%,-2.04%,0.73%,0.67%,,678.79,0.00,71.53,0.00%,5
4242,"CHRS",9.17%,5.36%,39.90%,34.99%,5.06%,7.54%,6.85%,4.00%,2.10,686.19,2.02,18.69,0.00%,0
4243,"EDU",-0.49%,-8.93%,-4.67%,-84.83%,-88.36%,-89.02%,4.77%,6.44%,2.40,47465.18,0.27,2.04,0.00%,630561
4244,"XMMO",1.88%,12.99%,10.92%,20.57%,37.38%,22.65%,1.25%,1.29%,,42.57,0.01,96.00,0.00%,14
4245,"ULBI",-8.45%,-17.49%,-29.94%,-26.04%,-1.85%,-9.58%,5.39%,3.40%,2.00,36.79,1.05,5.85,0.00%,0
4246,"CAPE",0.85%,5.79%,4.41%,13.85%,35.31%,26.28%,0.80%,0.97%,,58.06,0.69,22.49,0.00%,0
4247,"HMLP",-1.46%,-9.42%,-7.10%,-70.45%,-60.05%,-67.06%,4.43%,3.60%,3.20,368.54,0.28,4.71,0.00%,0
4248,"KZR",-1.77%,-8.60%,32.65%,57.40%,43.97%,48.66%,5.87%,5.93%,1.70,277.23,0.94,7.76,0.00%,0
4249,"IGM",3.16%,9.65%,7.77%,24.85%,37.15%,27.28%,1.00%,0.91%,,41.30,0.00,445.28,0.00%,2
4250,"CHRW",-0.41%,3.20%,3.70%,-3.06%,0.28%,0.33%,2.45%,2.32%,2.80,1045.35,0.00,94.18,0.00%,25
4251,"EDUC",0.10%,0.61%,-5.55%,-37.89%,-38.54%,-35.74%,1.60%,2.43%,,20.58,0.15,9.87,0.00%,0
4252,"XMPT",0.72%,1.59%,-3.03%,1.01%,7.52%,3.26%,0.53%,0.55%,,92.04,0.55,29.44,0.00%,0
4253,"UHT",2.88%,6.31%,1.31%,-6.00%,2.77%,-7.19%,2.66%,1.92%,,63.60,0.61,59.65,0.00%,0
4254,"CALF",5.58%,9.24%,4.66%,14.37%,70.27%,50.38%,1.74%,1.64%,,123.41,1.24,46.95,0.00%,0
4255,"HMN",0.55%,-0.94%,0.02%,4.74%,4.63%,-4.38%,3.66%,2.38%,3.00,140.77,0.76,40.20,0.00%,0
4256,"L",0.47%,1.53%,2.63%,1.76%,35.51%,28.08%,1.78%,1.59%,3.00,785.89,0.74,57.66,0.00%,0
4257,"IGMS",16.75%,-0.73%,-23.60%,-7.44%,12.65%,-30.91%,11.43%,7.70%,1.70,154.82,2.09,61.00,0.00%,0
4258,"DBD",11.10%,-5.23%,-18.63%,-23.12%,20.88%,-9.85%,6.05%,5.35%,2.30,556.26,0.70,9.61,0.00%,0
4259,"EDUT",-3.29%,-8.47%,-13.90%,-32.57%,-36.76%,-43.99%,2.19%,1.56%,,4.68,0.20,10.15,0.00%,0
4260,"XMTR",-11.06%,-21.65%,-42.62%,,,-49.10%,6.79%,5.95%,2.00,213.09,0.69,44.48,0.00%,0
4261,"UI",-5.15%,-3.55%,-2.89%,10.55%,16.84%,7.82%,4.95%,3.18%,3.50,52.15,1.15,300.30,0.00%,0
4262,"CANE",1.37%,-0.52%,4.56%,14.37%,50.59%,42.67%,0.69%,0.95%,,94.25,0.41,9.63,0.00%,0
4263,"HMNF",1.67%,2.33%,6.09%,15.61%,72.49%,37.79%,2.34%,1.57%,,5.89,0.28,23.70,0.00%,0
4264,"KWR",5.83%,17.17%,6.67%,18.07%,17.34%,7.05%,2.62%,2.55%,2.80,44.78,0.89,271.26,0.00%,0
4265,"IGN",1.23%,11.25%,8.20%,20.12%,48.74%,30.98%,1.78%,1.42%,,11.51,0.89,78.09,0.00%,0
4266,"DBDR",-0.20%,0.59%,0.79%,1.19%,,0.69%,0.33%,0.38%,,170.79,0.48,10.18,0.00%,0
4267,"EDOG",1.74%,0.04%,3.41%,2.43%,22.29%,9.50%,0.66%,0.69%,,4.04,0.48,24.89,0.00%,0
4268,"XMVM",3.83%,7.91%,4.80%,7.19%,51.67%,34.96%,1.41%,1.28%,,26.09,1.04,49.37,0.00%,0
4269,"UIHC",3.84%,1.64%,4.59%,-24.30%,-10.91%,-24.30%,4.28%,5.65%,3.20,342.77,0.28,4.33,0.00%,0
4270,"CTSO",7.48%,-8.54%,-18.97%,-22.93%,-21.30%,-20.70%,4.48%,4.34%,1.60,283.61,1.00,6.32,0.00%,0
4271,"HMOP",0.68%,0.56%,-0.85%,0.05%,1.82%,0.17%,0.14%,0.22%,,20.94,0.97,41.88,0.00%,0
4272,"KXI",1.43%,4.82%,1.60%,4.23%,12.04%,8.13%,0.68%,0.61%,,43.15,0.89,63.02,0.00%,0
4273,"IGNYU",-0.40%,-1.52%,-0.22%,,,-2.38%,1.55%,0.55%,,1.76,0.00,10.06,0.00%,0
4274,"DBE",-0.32%,1.99%,18.31%,25.49%,93.18%,69.83%,2.22%,1.62%,,139.20,0.86,18.41,0.00%,0
4275,"EDOW",0.69%,3.97%,1.14%,6.00%,23.31%,16.82%,0.62%,0.55%,,25.17,1.18,31.73,0.00%,0
4276,"XNCR",-7.05%,2.56%,20.57%,1.24%,-1.97%,-12.01%,5.67%,3.69%,1.80,193.66,1.34,38.39,0.00%,0
4277,"ULH",2.25%,7.22%,-2.02%,-15.22%,0.42%,3.89%,2.45%,2.72%,2.00,49.09,0.69,21.39,0.00%,0
4278,"CUBE",-3.05%,10.19%,7.94%,32.67%,73.14%,60.93%,2.78%,2.19%,2.40,916.56,0.77,54.09,0.00%,0
4279,"HMPT",7.74%,26.23%,14.19%,-11.36%,,-54.51%,10.00%,5.11%,2.50,116.91,0.00,5.15,0.00%,10
4280,"LABP",7.91%,1.56%,12.28%,48.37%,,25.00%,4.55%,3.85%,1.70,64.02,1.43,15.00,0.00%,0
4281,"IGOV",1.21%,1.99%,-1.89%,-1.56%,-3.10%,-6.76%,0.49%,0.39%,,153.29,0.00,51.87,0.00%,19
4282,"DBEF",0.48%,4.59%,2.04%,8.38%,23.50%,17.41%,0.46%,0.44%,,463.20,0.00,39.46,0.00%,2
4283,"EDR",1.89%,8.13%,9.18%,-10.00%,,7.14%,5.14%,4.69%,2.40,1278.91,0.00,27.00,0.00%,6
4284,"XNET",-3.74%,-3.08%,-30.30%,-30.81%,2.54%,-2.08%,4.94%,5.97%,,319.40,0.30,2.83,0.00%,4859
4285,"ULST",0.05%,-0.08%,-0.10%,-0.15%,-0.02%,-0.09%,0.06%,0.05%,,99.37,0.00,40.40,0.00%,23
4286,"CULP",-6.76%,-3.76%,-11.50%,-12.24%,-7.31%,-20.92%,3.62%,3.94%,2.00,20.80,0.23,12.55,0.00%,0
4287,"HIO",0.57%,0.77%,0.19%,2.94%,5.41%,6.26%,1.26%,0.81%,,174.03,0.42,5.26,0.00%,0
4288,"KURA",6.85%,-1.18%,7.98%,-25.62%,-51.26%,-43.63%,6.16%,4.59%,1.70,577.51,0.59,18.41,0.00%,0
4289,"IGR",2.08%,8.98%,2.41%,17.63%,52.12%,35.76%,1.06%,0.94%,,278.38,0.00,9.34,0.00%,2
4290,"DBEM",0.26%,0.17%,-1.92%,-1.37%,6.28%,-0.47%,0.55%,0.57%,,9.88,1.34,27.43,0.00%,0
4291,"EDIV",0.87%,0.80%,-0.32%,0.93%,14.79%,7.22%,0.61%,0.56%,,18.99,1.33,29.78,0.00%,0
4292,"XNTK",3.33%,10.28%,8.97%,27.00%,40.86%,22.99%,1.14%,0.95%,,10.42,0.96,173.85,0.00%,0
4293,"UMH",-1.90%,5.70%,1.11%,14.29%,67.61%,60.36%,2.40%,2.07%,1.60,203.73,0.72,23.75,0.00%,0
4294,"CUE",4.55%,8.19%,22.89%,-0.21%,20.98%,11.99%,5.53%,5.59%,1.30,260.02,0.74,14.01,0.00%,0
4295,"FUTY",-0.71%,4.53%,-1.86%,3.87%,3.20%,6.38%,1.37%,1.11%,,144.26,0.00,43.17,0.00%,7
4296,"KURE",-1.31%,-6.05%,-13.68%,-17.67%,-5.71%,-13.37%,1.12%,1.04%,,52.65,0.59,33.83,0.00%,0
4297,"IGRO",0.49%,3.76%,-0.19%,2.39%,16.48%,7.89%,0.60%,0.58%,,13.02,1.52,68.08,0.00%,0
4298,"DBEU",0.81%,5.82%,1.89%,9.36%,27.02%,21.02%,0.48%,0.41%,,110.70,0.50,36.21,0.00%,0
4299,"EDN",-4.16%,-17.07%,34.46%,77.21%,71.35%,46.70%,9.33%,8.20%,3.60,53.73,0.85,6.22,0.00%,0
4300,"LDP",0.04%,-0.47%,0.29%,4.95%,12.40%,2.89%,0.56%,0.69%,,30.33,0.55,27.37,0.00%,0
4301,"UMI",0.13%,1.96%,10.13%,13.08%,,26.65%,1.25%,1.59%,,23.45,0.24,31.26,0.00%,0
4302,"CUEN",1.86%,3.79%,-14.38%,3.79%,-49.26%,-59.10%,6.37%,5.78%,,141.75,0.71,2.74,0.00%,5005
4303,"HIW",3.08%,2.07%,0.88%,9.14%,39.21%,18.07%,2.10%,1.99%,2.20,618.18,0.80,46.79,0.00%,0
4304,"KVHI",8.19%,9.56%,6.45%,-17.85%,21.93%,-1.06%,4.92%,2.93%,2.00,53.21,0.82,11.23,0.00%,0
4305,"IGSB",0.15%,-0.09%,-0.64%,-0.66%,-0.93%,-1.45%,0.14%,0.10%,,2610.88,0.01,54.37,0.00%,776
4306,"DBEZ",1.02%,6.51%,3.58%,9.25%,38.07%,22.85%,0.17%,0.15%,,1.06,0.13,40.27,0.00%,0
4307,"EDD",1.57%,0.52%,-4.58%,-3.95%,-0.51%,-7.15%,0.80%,0.92%,,155.84,1.16,5.84,0.00%,0
4308,"LDSF",0.30%,0.00%,-0.42%,-0.67%,-1.61%,-1.66%,0.31%,0.30%,,65.03,0.32,20.12,0.00%,0
4309,"ULTR",0.10%,-0.13%,-0.16%,-0.45%,0.07%,-0.32%,0.15%,0.16%,,34.44,0.27,49.40,0.00%,0
4310,"CTRE",2.67%,4.19%,-5.03%,-5.08%,11.74%,-4.73%,3.96%,2.39%,1.90,581.64,1.97,21.13,0.00%,0
4311,"HIX",-0.55%,-0.82%,-4.35%,2.98%,8.21%,5.38%,0.50%,0.58%,,118.97,0.00,7.25,0.00%,1
4312,"KVSB",8.70%,10.87%,9.02%,9.66%,,11.20%,6.98%,2.57%,,804.67,3.57,11.12,0.00%,0
4313,"EOT",-1.69%,0.07%,-4.54%,1.29%,10.31%,10.74%,1.78%,1.92%,,16.64,0.49,22.69,0.00%,0
4314,"DBS",3.36%,7.33%,2.90%,-10.92%,-1.61%,-9.70%,0.90%,1.08%,,5.13,0.38,33.76,0.00%,0
4315,"EDEN",0.54%,9.92%,0.94%,12.63%,31.03%,18.13%,0.73%,0.59%,,14.74,1.12,115.30,0.00%,0
4316,"LDUR",-0.00%,-0.30%,-0.36%,-0.55%,-0.58%,-0.71%,0.08%,0.11%,,63.71,0.00,101.33,0.00%,2
4317,"ULVM",0.73%,6.36%,3.51%,11.47%,37.23%,27.94%,0.58%,0.42%,,16.34,0.05,70.20,0.00%,0
4318,"CTRN",5.08%,19.84%,11.85%,-5.33%,177.99%,71.90%,3.94%,4.55%,1.50,209.71,0.46,85.40,0.00%,0
4319,"HJEN",1.83%,25.41%,18.85%,23.93%,,5.19%,2.45%,2.37%,,23.73,0.81,25.32,0.00%,0
4320,"KVSC",1.21%,2.04%,2.14%,0.60%,,2.67%,0.61%,0.48%,,94.70,24.79,10.01,0.00%,0
4321,"EPP",0.00%,2.64%,-2.17%,-1.81%,14.24%,6.39%,0.55%,0.57%,,271.56,1.20,50.93,0.00%,0
4322,"DBAW",0.61%,3.20%,0.82%,5.54%,19.20%,12.43%,0.46%,0.41%,,11.77,0.69,34.18,0.00%,0
4323,"EDF",1.39%,-4.34%,-12.93%,-11.23%,7.70%,-10.02%,1.40%,1.47%,,85.02,0.01,7.27,0.00%,35
4324,"LE",4.82%,20.97%,-30.89%,26.50%,46.95%,23.04%,5.23%,4.46%,2.50,238.71,0.00,26.54,0.00%,1
4325,"UMAR",0.10%,1.13%,1.11%,2.79%,8.52%,6.72%,0.13%,0.12%,,4.06,0.00,29.63,0.00%,0
4326,"CTS",0.77%,16.67%,1.38%,16.19%,24.61%,7.22%,2.56%,3.09%,2.70,135.89,0.00,36.81,0.00%,1
4327,"HKIB",-6.44%,-16.55%,-37.95%,-47.39%,-46.06%,-45.00%,2.42%,2.73%,2.00,8.06,1.03,3.63,0.00%,0
4328,"KW",5.21%,7.51%,11.25%,23.98%,57.32%,32.08%,1.97%,1.37%,2.20,413.41,0.77,23.63,0.00%,0
4329,"EQ",1.39%,9.33%,7.36%,28.38%,84.79%,22.62%,6.14%,5.97%,1.50,102.72,0.90,6.56,0.00%,0
4330,"DBI",7.54%,20.86%,-1.43%,-13.05%,126.35%,97.65%,4.86%,4.12%,2.80,1297.65,0.49,15.12,0.00%,0
4331,"EDI",2.38%,3.72%,-6.51%,-0.69%,11.96%,-5.49%,2.52%,1.47%,,27.92,1.16,8.61,0.00%,0
4332,"LEA",3.75%,7.39%,6.26%,0.54%,33.05%,13.29%,3.27%,3.01%,2.30,435.87,0.00,180.16,0.00%,24
4333,"UMBF",4.76%,4.56%,9.42%,11.01%,55.05%,51.91%,2.30%,2.51%,2.60,210.37,0.56,104.80,0.00%,0
4334,"CTXS",-5.48%,-4.57%,-11.65%,-22.65%,-21.19%,-30.55%,4.02%,2.82%,2.50,1574.41,0.00,90.35,0.00%,32
4335,"HLAH",-0.41%,-0.31%,0.41%,0.00%,,-2.30%,0.15%,0.22%,,34.31,0.39,9.75,0.00%,0
4336,"KWAC",-0.10%,0.20%,0.30%,1.61%,,-1.84%,0.08%,0.06%,,41.26,0.01,10.11,0.00%,0
4337,"EQAL",1.16%,5.70%,4.26%,9.24%,35.23%,23.13%,0.84%,0.81%,,29.57,0.00,48.01,0.00%,1
4338,"DBJA",-0.00%,1.55%,1.84%,5.30%,,11.55%,0.15%,0.15%,,2.97,0.02,28.24,0.00%,0
4339,"CCOI",-0.46%,5.81%,3.30%,0.58%,30.34%,27.44%,3.89%,2.21%,2.40,185.92,0.00,76.30,0.00%,9
4340,"LEAD",1.51%,8.88%,5.87%,16.51%,27.10%,24.13%,0.76%,0.53%,,3.03,0.56,58.87,0.00%,0
4341,"ACMR",-2.14%,2.31%,23.91%,65.77%,16.18%,31.13%,5.16%,4.61%,2.00,335.72,0.76,106.54,0.00%,0
4342,"CTMX",18.44%,40.56%,43.44%,-11.50%,2.34%,6.87%,7.42%,5.02%,2.10,596.85,0.02,7.00,0.00%,559
4343,"HLAHU",0.15%,0.20%,-0.10%,-0.22%,,-9.17%,0.11%,0.13%,,19.19,0.97,10.00,0.00%,0
4344,"IMPX",0.20%,0.51%,1.24%,0.61%,,-2.67%,0.26%,0.16%,,63.50,0.04,9.83,0.00%,0
4345,"EQBK",2.82%,-0.56%,4.70%,15.91%,78.13%,56.92%,2.33%,2.59%,2.20,41.79,1.62,33.88,0.00%,0
4346,"DBJP",-0.35%,1.85%,3.92%,8.21%,16.82%,11.22%,0.47%,0.45%,,11.70,0.27,50.93,0.00%,0
4347,"CCOR",-0.34%,-0.44%,-2.22%,-2.67%,4.49%,3.50%,0.62%,0.56%,,42.67,0.75,29.66,0.00%,0
4348,"LEAP",0.00%,2.78%,-2.90%,1.67%,-5.81%,-20.17%,1.31%,1.40%,3.20,69.37,0.12,10.37,0.00%,0
4349,"ACKIT",0.00%,0.50%,1.21%,1.01%,,-1.37%,0.08%,0.07%,,10.68,0.05,10.06,0.00%,0
4350,"CTO",2.76%,3.55%,1.28%,9.68%,42.91%,31.38%,2.24%,1.96%,1.70,30.23,0.43,55.39,0.00%,0
4351,"HLAL",0.38%,8.48%,5.41%,16.22%,31.94%,21.75%,0.61%,0.70%,,19.93,1.66,41.24,0.00%,0
4352,"IMRA",-3.46%,0.51%,-18.88%,-50.13%,-78.83%,-82.27%,5.94%,5.13%,1.70,132.79,0.77,3.91,0.00%,0
4353,"EQC",0.00%,-2.45%,-1.75%,-2.56%,-1.75%,-5.06%,0.99%,1.22%,3.00,1113.92,0.94,25.90,0.00%,0
4354,"DBL",-0.61%,-1.27%,-2.21%,-0.15%,3.21%,-1.07%,0.73%,0.87%,,33.00,0.71,19.44,0.00%,0
4355,"CCLP",-3.70%,-9.30%,13.04%,1.96%,100.46%,47.17%,5.36%,5.31%,5.00,44.32,0.55,1.56,0.00%,0
4356,"LECO",-0.02%,8.03%,0.99%,13.26%,33.05%,23.88%,1.76%,2.09%,2.30,199.37,0.62,144.01,0.00%,0
4357,"ACKIU",0.14%,2.49%,2.69%,2.78%,,1.99%,0.39%,1.58%,,4.23,0.29,10.49,0.00%,0
4358,"CTOS",7.44%,26.84%,36.22%,5.01%,155.50%,44.91%,3.68%,3.30%,1.20,506.22,1.03,10.68,0.00%,0
4359,"HLF",-4.81%,-2.08%,-13.10%,-13.58%,-4.66%,-11.93%,3.62%,2.78%,1.50,1194.02,0.00,42.32,0.00%,15
4360,"KRC",5.05%,5.12%,6.63%,9.20%,28.78%,24.74%,2.48%,2.06%,2.20,655.51,0.57,71.60,0.00%,0
4361,"EPRF",0.12%,1.53%,-0.21%,1.00%,-0.41%,-1.92%,0.45%,0.56%,,39.04,0.52,24.27,0.00%,0
4362,"DBMF",0.38%,3.76%,4.17%,4.49%,18.60%,13.93%,1.55%,1.35%,,12.16,0.17,29.12,0.00%,0
4363,"CCM",1.21%,-13.45%,-8.23%,-23.24%,24.88%,-8.39%,1.69%,3.20%,,5.25,0.27,2.51,0.00%,0
4364,"LCUT",8.96%,5.58%,-5.02%,17.14%,80.44%,23.22%,6.14%,4.33%,2.00,46.16,1.37,18.73,0.00%,0
4365,"ACNB",0.54%,1.04%,-2.16%,0.90%,26.27%,12.48%,1.22%,1.49%,,10.83,0.39,28.10,0.00%,0
4366,"CTR",1.28%,4.29%,14.03%,16.89%,134.70%,84.86%,3.08%,2.29%,,20.77,1.05,26.99,0.00%,0
4367,"HLG",-4.95%,-8.24%,-21.03%,-39.21%,-55.71%,-55.68%,2.97%,3.38%,2.00,2.88,1.28,29.18,0.00%,0
4368,"KRMA",1.51%,6.62%,4.69%,14.54%,30.83%,24.70%,0.84%,0.66%,,59.21,0.09,34.03,0.00%,253
4369,"EPRT",-4.12%,4.12%,-2.72%,23.45%,62.17%,38.30%,2.65%,2.21%,1.90,637.84,0.63,29.32,0.00%,0
4370,"DBO",0.79%,4.50%,21.97%,29.39%,114.57%,81.73%,3.00%,2.08%,,1031.33,0.09,15.32,0.00%,4807
4371,"CCMP",2.79%,16.05%,12.53%,-2.87%,-16.74%,-7.33%,3.07%,2.89%,3.00,201.68,1.21,140.21,0.00%,0
4372,"LDEM",1.28%,1.58%,-1.22%,1.55%,10.58%,4.40%,0.47%,0.41%,,5.82,1.39,62.41,0.00%,0
4373,"ACHV",-3.26%,0.60%,6.94%,-14.23%,4.00%,2.72%,5.51%,4.87%,1.70,115.35,0.00,8.32,0.00%,12
4374,"CTBB",-0.66%,1.02%,0.87%,0.20%,0.27%,0.79%,0.38%,0.42%,,88.19,0.36,25.63,0.00%,0
4375,"HLI",-0.31%,19.62%,32.15%,66.76%,86.06%,74.55%,2.11%,2.28%,3.40,293.99,0.00,117.35,0.00%,1
4376,"KRMD",-4.44%,1.45%,-22.22%,-20.45%,-26.70%,-53.49%,8.96%,6.82%,2.70,103.97,0.55,2.80,0.00%,0
4377,"EPS",0.98%,5.90%,3.13%,10.62%,30.71%,22.96%,0.59%,0.58%,,28.96,0.86,49.38,0.00%,0
4378,"DALI",2.89%,10.44%,7.96%,14.04%,44.11%,27.52%,0.30%,0.42%,,7.87,0.12,27.72,0.00%,0
4379,"CCVI",-0.30%,1.12%,0.92%,-0.60%,,0.00%,0.65%,0.55%,,77.86,0.15,9.89,0.00%,0
4380,"LDHA",-0.76%,-0.15%,-0.26%,,,-0.96%,0.68%,0.47%,,20.19,1.28,9.76,0.00%,0
4381,"ACHC",2.26%,13.72%,0.06%,4.04%,61.29%,27.66%,2.46%,2.66%,2.10,456.99,0.76,64.16,0.00%,0
4382,"CTBI",3.39%,5.41%,9.77%,4.90%,34.02%,22.48%,2.57%,1.99%,2.50,43.38,1.19,45.38,0.00%,0
4383,"HNGR",11.16%,0.90%,-9.74%,-16.62%,-0.98%,-8.50%,4.85%,3.50%,1.50,157.94,1.31,20.12,0.00%,0
4384,"KRNL",-0.10%,0.00%,1.25%,0.10%,,1.04%,0.09%,0.12%,,30.94,0.06,9.75,0.00%,0
4385,"EPSN",4.36%,-0.69%,10.38%,43.86%,77.16%,54.72%,2.82%,3.36%,,38.63,0.34,5.74,0.00%,0
4386,"DALS",1.12%,0.81%,,,,1.12%,0.86%,0.61%,,18.86,0.33,9.95,0.00%,0
4387,"CCSI",4.30%,6.68%,,,,82.40%,4.17%,5.58%,,382.69,0.37,64.99,0.00%,0
4388,"LDHAU",-0.80%,0.81%,-0.30%,-2.46%,,-2.46%,0.62%,0.37%,,36.95,0.47,9.92,0.00%,0
4389,"ACII",0.00%,-0.10%,0.62%,-0.20%,,-2.40%,0.25%,0.30%,,44.89,0.92,9.76,0.00%,0
4390,"CSWI",-2.20%,6.05%,6.58%,15.09%,35.41%,25.85%,5.23%,3.04%,1.50,39.83,0.70,140.84,0.00%,0
4391,"HNI",6.59%,5.39%,1.89%,-5.99%,9.56%,17.41%,3.21%,2.83%,1.50,188.35,0.90,40.46,0.00%,0
4392,"KRNLU",-0.20%,0.95%,-2.42%,0.80%,,-2.71%,0.08%,0.21%,,30.06,0.00,10.07,0.00%,0
4393,"EPU",-0.20%,6.25%,12.91%,-15.52%,-6.94%,-14.27%,1.76%,1.56%,,76.52,0.76,29.73,0.00%,0
4394,"DALT",0.64%,6.31%,3.06%,10.32%,22.93%,12.85%,0.45%,0.52%,,8.79,2.34,10.93,0.00%,0
4395,"CCU",9.89%,13.96%,-10.61%,2.79%,44.91%,27.76%,4.03%,3.49%,3.00,158.19,0.84,18.78,0.00%,0
4396,"LCII",5.63%,9.23%,-0.40%,13.38%,32.99%,15.97%,2.84%,2.32%,1.40,126.89,0.80,150.39,0.00%,0
4397,"ACIO",1.19%,6.14%,4.21%,10.66%,15.25%,15.38%,0.98%,0.61%,,56.67,0.83,32.10,0.00%,0
4398,"CSX",-0.42%,9.35%,4.59%,7.01%,20.88%,17.49%,1.37%,1.73%,2.10,11022.70,0.04,35.54,0.00%,21507
4399,"HNNA",-3.65%,11.58%,7.57%,23.11%,24.12%,30.12%,3.33%,2.78%,1.00,7.84,0.43,11.08,0.00%,0
4400,"KRNY",-0.07%,3.75%,4.63%,7.63%,45.93%,28.31%,1.99%,1.80%,2.00,290.30,0.81,13.55,0.00%,0
4401,"EPV",-1.86%,-12.20%,-3.12%,-16.37%,-44.61%,-32.92%,1.17%,0.88%,,16.17,0.33,10.88,0.00%,0
4402,"DAN",2.44%,-5.05%,-6.02%,-7.96%,49.10%,18.39%,3.74%,3.52%,2.10,925.46,0.00,23.11,0.00%,200
4403,"CCNE",3.37%,8.32%,5.45%,9.25%,33.87%,25.32%,3.26%,2.56%,2.00,31.02,0.62,26.68,0.00%,0
4404,"LCNB",1.67%,0.06%,-1.51%,3.16%,21.60%,19.95%,1.49%,1.44%,2.00,18.53,0.53,17.62,0.00%,0
4405,"ADAG",-1.48%,-9.65%,-38.42%,-13.38%,,-62.22%,3.21%,4.77%,1.70,19.96,0.10,11.33,0.00%,100
4406,"CTAQ",-0.10%,0.31%,0.93%,-0.51%,,-5.04%,0.16%,0.22%,,86.36,0.01,9.80,0.00%,0
4407,"HMTV",-4.64%,-4.80%,-11.30%,-7.76%,6.91%,9.07%,4.77%,3.66%,1.50,51.78,1.28,11.30,0.00%,0
4408,"KRO",6.14%,9.08%,8.00%,-14.53%,0.85%,-4.90%,3.60%,2.48%,3.00,132.80,0.83,14.18,0.00%,0
4409,"EPWR",-0.61%,-0.10%,-0.41%,0.62%,,-2.11%,0.16%,0.28%,,39.80,0.01,9.73,0.00%,0
4410,"DAO",7.28%,2.85%,33.11%,-37.68%,-51.09%,-48.32%,5.86%,6.20%,2.50,434.38,0.38,13.71,0.00%,0
4411,"CD",-2.30%,1.86%,-20.66%,-35.88%,-39.42%,-61.06%,5.80%,6.70%,1.60,1821.58,0.76,9.33,0.00%,0
4412,"LCTU",1.11%,7.63%,5.93%,16.42%,,15.67%,0.59%,0.43%,,14.50,0.38,54.23,0.00%,0
4413,"ADALU",0.10%,,,,,0.30%,0.16%,,,1856.63,0.01,10.08,0.00%,0
4414,"CTAQU",0.40%,1.41%,0.50%,0.30%,,-1.66%,0.10%,0.19%,,11.10,0.01,10.09,0.00%,0
4415,"HOLD",0.02%,-0.06%,-0.14%,-0.21%,-0.20%,-0.57%,0.00%,0.00%,,0.48,0.01,98.52,0.00%,0
4416,"KREF",0.65%,-0.27%,4.51%,12.38%,24.02%,21.60%,1.17%,1.55%,2.00,412.04,1.28,21.79,0.00%,0
4417,"EOD",0.87%,3.74%,-1.85%,9.59%,29.84%,20.21%,1.90%,1.31%,,144.27,0.01,5.83,0.00%,62
4418,"DAUG",0.31%,2.53%,2.00%,3.81%,7.96%,6.07%,0.30%,0.34%,,38.56,0.01,35.13,0.00%,0
4419,"CRI",7.89%,15.13%,1.67%,8.45%,28.92%,13.87%,3.17%,2.93%,2.10,557.27,0.53,107.12,0.00%,0
4420,"ISAA",-0.20%,0.20%,0.50%,,,0.91%,0.27%,0.29%,,44.22,1.14,10.02,0.00%,0
4421,"ACWV",0.51%,3.75%,1.01%,5.96%,12.28%,10.03%,0.52%,0.50%,,138.56,0.00,106.63,0.00%,2
4422,"CVBF",1.92%,3.81%,2.73%,-2.86%,0.97%,6.31%,3.11%,2.47%,2.70,503.64,0.71,20.73,0.00%,0
4423,"HOLI",-24.65%,-26.95%,-25.12%,13.52%,27.26%,-0.54%,8.51%,3.65%,1.60,386.43,0.77,14.61,0.00%,0
4424,"KRG",2.71%,-2.04%,7.85%,9.33%,69.31%,44.18%,3.96%,3.02%,2.10,1618.05,0.48,21.57,0.00%,0
4425,"EOI",1.58%,8.28%,2.95%,15.32%,32.38%,22.88%,0.82%,1.03%,,71.27,0.60,19.87,0.00%,0
4426,"DAWN",-3.71%,13.27%,7.90%,,,-7.69%,6.84%,7.37%,1.70,105.84,0.47,23.90,0.00%,0
